"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3853","Custom headers are echoed back by /headers","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.HeadersTest","API Tests","ra.hul.tests.api.HeadersTest","headers_customHeaders_shouldBeEchoed"
"","2643","GET /get response time should be within SLA","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:46 UTC 2026","ra.hul.tests.api.ResponseTimeTest","API Tests","ra.hul.tests.api.ResponseTimeTest","get_responseTime_shouldBeWithinSla"
"","4592","Data-driven: verify error messages for invalid credentials","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:47:01 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","4330","Chain POST -> extract data -> GET with extracted data","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.ResponseChainingTest","API Tests","ra.hul.tests.api.ResponseChainingTest","responseChaining_postThenGetWithExtractedData"
"","2643","Select Option 1 from dropdown","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:46:59 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption1_shouldBeSelected"
"","3812","PATCH /patch echoes the sent body","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","patch_shouldReturn200AndEchoBody"
"","5145","Data-driven: verify error messages for invalid credentials","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:47:01 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","2066","Accept a JS confirm and verify OK result","Web Test Suite","Sat Mar 28 10:47:01 UTC 2026","passed","Sat Mar 28 10:47:03 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_accept_shouldShowOkResult"
"","2643","Basic auth with invalid credentials returns 401","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:46 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_invalidCredentials_shouldReturn401"
"","2756","Unauthenticated request to protected endpoint returns 401","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:46 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_noCredentials_shouldReturn401"
"","2491","Select by value attribute","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:46:59 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectByValue_shouldWork"
"","3806","GET /get returns 200 with URL in response","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_shouldReturn200"
"","3872","Data-driven: verify error messages for invalid credentials","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:47:00 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_invalidData_shouldShowError"
"","1240","Dismiss a JS confirm and verify Cancel result","Web Test Suite","Sat Mar 28 10:47:01 UTC 2026","passed","Sat Mar 28 10:47:02 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsConfirm_dismiss_shouldShowCancelResult"
"","3835","Basic auth with valid credentials returns 200","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.AuthenticationTest","API Tests","ra.hul.tests.api.AuthenticationTest","basicAuth_validCredentials_shouldReturn200"
"","2641","POST with empty body returns 200","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:46 UTC 2026","ra.hul.tests.api.PostRequestTest","API Tests","ra.hul.tests.api.PostRequestTest","post_emptyBody_shouldReturn200"
"","2872","Select Option 2 from dropdown","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:46:59 UTC 2026","ra.hul.tests.web.DropdownTest","Web Regression Tests","ra.hul.tests.web.DropdownTest","dropdown_selectOption2_shouldBeSelected"
"","1664","Verify checkboxes page loads with 2 checkboxes","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:46:58 UTC 2026","ra.hul.tests.web.CheckboxTest","Web Regression Tests","ra.hul.tests.web.CheckboxTest","checkboxes_pageLoad_shouldShowTwoCheckboxes"
"Validates that a user can log in with valid credentials and sees the secure area","3702","Verify successful login with valid credentials","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:47:00 UTC 2026","ra.hul.tests.web.LoginTest","Web Regression Tests","ra.hul.tests.web.LoginTest","login_validCredentials_shouldShowSecurePage"
"","2102","Upload a text file and verify the filename is displayed","Web Test Suite","Sat Mar 28 10:47:01 UTC 2026","passed","Sat Mar 28 10:47:03 UTC 2026","ra.hul.tests.web.FileUploadTest","Web Regression Tests","ra.hul.tests.web.FileUploadTest","fileUpload_textFile_shouldShowUploadedName"
"","3798","GET /json returns valid JSON body","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.GetRequestTest","API Tests","ra.hul.tests.api.GetRequestTest","get_json_shouldReturnValidJsonBody"
"","1376","Type into JS prompt and verify typed text in result","Web Test Suite","Sat Mar 28 10:47:02 UTC 2026","passed","Sat Mar 28 10:47:04 UTC 2026","ra.hul.tests.web.JavaScriptAlertsTest","Web Regression Tests","ra.hul.tests.web.JavaScriptAlertsTest","jsPrompt_typeAndAccept_shouldShowTypedText"
"","3800","PUT /put echoes the sent body","API Test Suite","Sat Mar 28 10:46:43 UTC 2026","passed","Sat Mar 28 10:46:47 UTC 2026","ra.hul.tests.api.PutPatchDeleteTest","API Tests","ra.hul.tests.api.PutPatchDeleteTest","put_shouldReturn200AndEchoBody"
"","7180","Wait for hidden element to appear after clicking start","Web Test Suite","Sat Mar 28 10:46:56 UTC 2026","passed","Sat Mar 28 10:47:03 UTC 2026","ra.hul.tests.web.DynamicLoadingTest","Web Regression Tests","ra.hul.tests.web.DynamicLoadingTest","dynamicLoading_example1_shouldShowHiddenElement"
